id,age,country,language,personality,reading_habits,favourite_genres,patience
ID2240,22,United States,English,Extrovert,Daily,Fiction,Moderate
ID2241,61,Germany,German,Introvert,Monthly,Business,Moderate
ID2242,40,Brazil,Portuguese,Ambivert,Weekly,Fiction,Moderate
ID2243,40,India,Hindi,Ambivert,Rarely,Fantasy,High
ID2244,75,China,Mandarin Chinese,Ambivert,Several times a week,Fiction,High
ID2245,30,Mexico,Spanish,Extrovert,Weekly,Romance,Moderate
ID2246,31,Canada,English,Extrovert,Weekly,Fiction,Moderate
ID2247,66,Brazil,Portuguese,Extrovert,Monthly,Business,Moderate
ID2248,27,Australia,English,Introvert,Several times a week,Fiction,High
ID2249,25,Canada,English,Extrovert,Weekly,Fantasy,Moderate
ID2250,43,Japan,Japanese,Extrovert,Daily,Fantasy,Low
ID2251,36,India,Hindi,Ambivert,Daily,Fiction,High
ID2252,31,United Kingdom,English,Extrovert,Monthly,Business,Moderate
ID2253,49,India,Hindi,Introvert,Daily,Comics & Graphic Novels,Moderate
ID2254,66,India,Hindi,Ambivert,Weekly,History,High
ID2255,60,Japan,Japanese,Extrovert,Weekly,Fiction,Moderate
ID2256,50,India,Hindi,Introvert,Monthly,Self-Help,High
ID2257,30,France,French,Extrovert,Daily,Science Fiction,Low
ID2258,67,Nigeria,English,Extrovert,Weekly,Fiction,Moderate
ID2259,56,South Africa,English,Ambivert,Monthly,Fantasy,Low
ID2260,55,India,Hindi,Ambivert,Several times a week,Fiction,High
ID2261,75,South Africa,English,Extrovert,Several times a week,Romance,Moderate
ID2262,56,Indonesia,Indonesian,Ambivert,Several times a week,Biography & Memoir,Moderate
ID2263,42,Sweden,Swedish,Introvert,Weekly,Fiction,Moderate
ID2264,30,India,Hindi,Introvert,Weekly,Fiction,Low
ID2265,69,United Kingdom,English,Ambivert,Weekly,Mystery & Thriller,Moderate
ID2266,29,Nigeria,English,Introvert,Several times a week,Business,High
ID2267,47,Nigeria,English,Ambivert,Weekly,Biography & Memoir,Moderate
ID2268,65,Canada,English,Introvert,Weekly,History,Low
ID2269,52,South Korea,Korean,Ambivert,Daily,Science Fiction,Moderate
ID2270,33,South Korea,Korean,Ambivert,Several times a week,Self-Help,High
ID2271,60,Australia,English,Ambivert,Rarely,Romance,Moderate
ID2272,19,Japan,Japanese,Ambivert,Weekly,Mystery & Thriller,High
ID2273,54,Australia,English,Introvert,Rarely,Fiction,Moderate
ID2274,64,Brazil,Portuguese,Ambivert,Several times a week,Mystery & Thriller,Low
ID2275,70,Nigeria,English,Introvert,Rarely,History,High
ID2276,25,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID2277,20,Netherlands,Dutch,Ambivert,Weekly,Science Fiction,High
ID2278,28,Indonesia,Indonesian,Extrovert,Monthly,Science Fiction,Moderate
ID2279,19,Japan,Japanese,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2280,48,China,Mandarin Chinese,Ambivert,Rarely,Biography & Memoir,High
ID2281,55,India,Hindi,Ambivert,Several times a week,Fiction,Moderate
ID2282,44,China,Mandarin Chinese,Extrovert,Weekly,Business,Moderate
ID2283,24,Brazil,Portuguese,Extrovert,Weekly,Science Fiction,Moderate
ID2284,43,United States,English,Introvert,Daily,Mystery & Thriller,High
ID2285,67,South Africa,English,Introvert,Daily,Science Fiction,Moderate
ID2286,64,Brazil,Portuguese,Introvert,Weekly,Comics & Graphic Novels,High
ID2287,44,India,Hindi,Introvert,Weekly,Fantasy,Low
ID2288,49,China,Mandarin Chinese,Introvert,Several times a week,Poetry,Moderate
ID2289,21,China,Mandarin Chinese,Introvert,Several times a week,Romance,Moderate
ID2290,18,Australia,English,Introvert,Daily,Business,Low
ID2291,58,Indonesia,Indonesian,Extrovert,Rarely,Science & Technology,Moderate
ID2292,62,United Kingdom,English,Introvert,Rarely,Fiction,High
ID2293,52,Italy,Italian,Extrovert,Daily,Biography & Memoir,Moderate
ID2294,73,Italy,Italian,Introvert,Monthly,Business,Low
ID2295,25,India,Hindi,Ambivert,Daily,Self-Help,Moderate
ID2296,74,China,Mandarin Chinese,Introvert,Several times a week,Romance,Moderate
ID2297,27,France,French,Ambivert,Rarely,Business,Moderate
ID2298,28,United Kingdom,English,Introvert,Weekly,History,Low
ID2299,66,India,Hindi,Extrovert,Weekly,Biography & Memoir,Moderate
ID2300,74,United Arab Emirates,Arabic,Introvert,Daily,Mystery & Thriller,Moderate
ID2301,19,Nigeria,English,Ambivert,Monthly,History,Moderate
ID2302,52,Germany,German,Ambivert,Weekly,Romance,Moderate
ID2303,34,Mexico,Spanish,Introvert,Monthly,Fantasy,High
ID2304,38,United Arab Emirates,Arabic,Introvert,Rarely,Mystery & Thriller,Moderate
ID2305,49,United States,English,Introvert,Weekly,Business,Moderate
ID2306,25,Germany,German,Introvert,Monthly,Poetry,Moderate
ID2307,41,India,Hindi,Ambivert,Monthly,Self-Help,Moderate
ID2308,46,South Africa,English,Introvert,Weekly,Fiction,High
ID2309,39,Brazil,Portuguese,Ambivert,Several times a week,Mystery & Thriller,Low
ID2310,49,Canada,English,Ambivert,Rarely,Science Fiction,Low
ID2311,44,Nigeria,English,Extrovert,Monthly,Comics & Graphic Novels,Low
ID2312,54,United States,English,Ambivert,Weekly,Science Fiction,High
ID2313,34,France,French,Ambivert,Several times a week,Fantasy,High
ID2314,32,United States,English,Extrovert,Several times a week,Science Fiction,Moderate
ID2315,30,India,Hindi,Extrovert,Several times a week,History,Moderate
ID2316,72,Sweden,Swedish,Extrovert,Monthly,Romance,High
ID2317,41,South Korea,Korean,Introvert,Several times a week,Fiction,Moderate
ID2318,26,Italy,Italian,Introvert,Monthly,Poetry,Low
ID2319,63,Nigeria,English,Extrovert,Rarely,Mystery & Thriller,Low
ID2320,64,Spain,Spanish,Introvert,Several times a week,History,High
ID2321,27,Spain,Spanish,Ambivert,Monthly,Science Fiction,Moderate
ID2322,60,United Kingdom,English,Extrovert,Monthly,Fiction,High
ID2323,26,India,Hindi,Introvert,Monthly,History,Moderate
ID2324,70,Italy,Italian,Extrovert,Several times a week,Romance,Low
ID2325,57,Italy,Italian,Introvert,Rarely,Mystery & Thriller,High
ID2326,72,Indonesia,Indonesian,Ambivert,Daily,Fiction,Moderate
ID2327,19,India,Hindi,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2328,56,United States,English,Ambivert,Weekly,Fiction,High
ID2329,65,India,Hindi,Extrovert,Several times a week,Fiction,Low
ID2330,40,Brazil,Portuguese,Ambivert,Rarely,Self-Help,High
ID2331,44,India,Hindi,Ambivert,Several times a week,Fiction,High
ID2332,47,Germany,German,Ambivert,Monthly,Fiction,High
ID2333,60,Indonesia,Indonesian,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2334,40,Canada,English,Introvert,Daily,Biography & Memoir,High
ID2335,68,France,French,Ambivert,Rarely,Mystery & Thriller,Moderate
ID2336,41,Spain,Spanish,Extrovert,Several times a week,Biography & Memoir,Moderate
ID2337,75,Mexico,Spanish,Introvert,Monthly,Fiction,High
ID2338,32,India,Hindi,Introvert,Several times a week,Romance,Low
ID2339,65,India,Hindi,Introvert,Weekly,Biography & Memoir,Moderate
ID2340,31,France,French,Ambivert,Weekly,History,High
ID2341,33,Canada,English,Introvert,Daily,Fiction,High
ID2342,46,Australia,English,Introvert,Monthly,Science Fiction,Moderate
ID2343,23,India,Hindi,Extrovert,Weekly,Poetry,Low
ID2344,41,India,Hindi,Introvert,Rarely,Poetry,Moderate
ID2345,54,Mexico,Spanish,Introvert,Daily,Science Fiction,High
ID2346,32,Nigeria,English,Ambivert,Weekly,Mystery & Thriller,Moderate
ID2347,53,United Kingdom,English,Extrovert,Weekly,Mystery & Thriller,High
ID2348,45,Canada,English,Introvert,Weekly,Science Fiction,Moderate
ID2349,36,United States,English,Ambivert,Weekly,Science Fiction,Moderate
ID2350,52,China,Mandarin Chinese,Ambivert,Several times a week,Romance,Low
ID2351,58,United States,English,Ambivert,Weekly,Fiction,Moderate
ID2352,65,Spain,Spanish,Ambivert,Several times a week,Fantasy,High
ID2353,26,United States,English,Introvert,Monthly,Self-Help,Moderate
ID2354,18,United States,English,Ambivert,Weekly,Science Fiction,Moderate
ID2355,21,India,Hindi,Extrovert,Several times a week,Fantasy,High
ID2356,37,Germany,German,Ambivert,Monthly,Comics & Graphic Novels,High
ID2357,44,Nigeria,English,Introvert,Weekly,History,High
ID2358,72,Brazil,Portuguese,Ambivert,Rarely,Comics & Graphic Novels,Low
ID2359,28,Australia,English,Ambivert,Daily,Self-Help,Moderate
ID2360,36,Canada,English,Ambivert,Several times a week,Romance,High
ID2361,51,United Arab Emirates,Arabic,Introvert,Several times a week,Romance,Moderate
ID2362,40,India,Hindi,Extrovert,Monthly,Poetry,High
ID2363,43,United States,English,Ambivert,Daily,Poetry,Low
ID2364,33,Mexico,Spanish,Ambivert,Several times a week,Romance,Moderate
ID2365,73,South Korea,Korean,Ambivert,Monthly,Fiction,Moderate
ID2366,45,Canada,English,Introvert,Monthly,History,Low
ID2367,56,India,Hindi,Ambivert,Daily,Fiction,Moderate
ID2368,65,India,Hindi,Ambivert,Several times a week,Fiction,High
ID2369,61,Germany,German,Introvert,Monthly,Comics & Graphic Novels,Moderate
ID2370,32,Japan,Japanese,Extrovert,Weekly,Biography & Memoir,High
ID2371,34,Nigeria,English,Ambivert,Weekly,History,High
ID2372,60,Germany,German,Ambivert,Daily,Mystery & Thriller,High
ID2373,20,Brazil,Portuguese,Ambivert,Several times a week,Fantasy,Moderate
ID2374,42,Mexico,Spanish,Extrovert,Several times a week,Self-Help,Moderate
ID2375,23,Canada,English,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2376,19,Sweden,Swedish,Ambivert,Several times a week,Science Fiction,High
ID2377,49,Mexico,Spanish,Ambivert,Daily,History,Moderate
ID2378,28,Indonesia,Indonesian,Ambivert,Several times a week,Biography & Memoir,Moderate
ID2379,48,Japan,Japanese,Ambivert,Weekly,Self-Help,Moderate
ID2380,74,India,Hindi,Ambivert,Daily,Fiction,High
ID2381,74,Canada,English,Introvert,Monthly,Fiction,High
ID2382,23,Indonesia,Indonesian,Introvert,Weekly,Mystery & Thriller,Moderate
ID2383,44,Canada,English,Ambivert,Monthly,Fiction,Moderate
ID2384,36,India,Hindi,Ambivert,Several times a week,Fiction,High
ID2385,72,United Kingdom,English,Introvert,Several times a week,Fantasy,Moderate
ID2386,23,Nigeria,English,Introvert,Monthly,Fantasy,High
ID2387,58,United Kingdom,English,Ambivert,Several times a week,History,Moderate
ID2388,52,Australia,English,Ambivert,Several times a week,Fiction,High
ID2389,38,United Kingdom,English,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2390,45,Mexico,Spanish,Extrovert,Daily,Biography & Memoir,Moderate
ID2391,71,Netherlands,Dutch,Introvert,Weekly,Fiction,Moderate
ID2392,34,United Kingdom,English,Ambivert,Weekly,Fiction,High
ID2393,41,Indonesia,Indonesian,Introvert,Daily,Romance,High
ID2394,74,Brazil,Portuguese,Ambivert,Daily,Fiction,Moderate
ID2395,27,Mexico,Spanish,Introvert,Daily,Romance,Low
ID2396,36,United Kingdom,English,Extrovert,Several times a week,Fantasy,Moderate
ID2397,29,India,Hindi,Introvert,Several times a week,Fantasy,Moderate
ID2398,73,Australia,English,Introvert,Several times a week,Biography & Memoir,High
ID2399,19,India,Hindi,Ambivert,Weekly,Self-Help,Low
ID2400,42,United States,English,Extrovert,Several times a week,Science Fiction,Moderate
ID2401,68,India,Hindi,Introvert,Monthly,Poetry,Moderate
ID2402,49,Indonesia,Indonesian,Extrovert,Several times a week,Comics & Graphic Novels,Moderate
ID2403,32,Japan,Japanese,Introvert,Several times a week,Romance,Low
ID2404,56,France,French,Extrovert,Monthly,Fiction,Moderate
ID2405,31,United States,English,Introvert,Several times a week,Science Fiction,High
ID2406,18,China,Mandarin Chinese,Introvert,Weekly,Mystery & Thriller,Low
ID2407,73,United Arab Emirates,Arabic,Extrovert,Weekly,Comics & Graphic Novels,High
ID2408,72,India,Hindi,Ambivert,Several times a week,Poetry,Moderate
ID2409,22,India,Hindi,Extrovert,Weekly,Fiction,Moderate
ID2410,74,India,Hindi,Ambivert,Weekly,Mystery & Thriller,High
ID2411,44,Brazil,Portuguese,Introvert,Monthly,Mystery & Thriller,Moderate
ID2412,55,Japan,Japanese,Introvert,Monthly,Mystery & Thriller,Low
ID2413,74,United Kingdom,English,Extrovert,Several times a week,History,High
ID2414,69,Brazil,Portuguese,Extrovert,Weekly,Science Fiction,High
ID2415,52,India,Hindi,Extrovert,Monthly,Fiction,Moderate
ID2416,36,United Kingdom,English,Ambivert,Rarely,Science Fiction,Moderate
ID2417,57,South Korea,Korean,Extrovert,Daily,Fiction,Moderate
ID2418,47,Spain,Spanish,Ambivert,Weekly,Mystery & Thriller,Low
ID2419,55,Germany,German,Ambivert,Weekly,Mystery & Thriller,High
ID2420,41,India,Hindi,Introvert,Several times a week,Self-Help,Low
ID2421,20,Australia,English,Extrovert,Several times a week,Poetry,Moderate
ID2422,37,India,Hindi,Extrovert,Monthly,Romance,Low
ID2423,64,United States,English,Extrovert,Daily,Science & Technology,Moderate
ID2424,21,United States,English,Introvert,Several times a week,Mystery & Thriller,Moderate
ID2425,46,Indonesia,Indonesian,Ambivert,Several times a week,Science Fiction,Low
ID2426,32,Nigeria,English,Ambivert,Weekly,Fantasy,Moderate
ID2427,31,United States,English,Ambivert,Weekly,Biography & Memoir,High
ID2428,74,South Africa,English,Ambivert,Weekly,Mystery & Thriller,Moderate
ID2429,29,South Africa,English,Introvert,Weekly,Self-Help,High
ID2430,28,Indonesia,Indonesian,Introvert,Daily,Romance,Moderate
ID2431,53,South Korea,Korean,Introvert,Monthly,Romance,High
ID2432,39,Canada,English,Introvert,Monthly,Mystery & Thriller,Low
ID2433,52,South Korea,Korean,Ambivert,Monthly,Biography & Memoir,High
ID2434,62,India,Hindi,Ambivert,Monthly,Biography & Memoir,Moderate
ID2435,38,Italy,Italian,Introvert,Several times a week,Fiction,Low
ID2436,70,South Korea,Korean,Ambivert,Rarely,Poetry,Moderate
ID2437,55,United Kingdom,English,Ambivert,Rarely,Fantasy,High
ID2438,26,Nigeria,English,Extrovert,Weekly,Self-Help,Moderate
ID2439,37,Australia,English,Extrovert,Several times a week,Business,Low
ID2440,64,South Korea,Korean,Ambivert,Weekly,Fantasy,High
ID2441,52,Japan,Japanese,Ambivert,Weekly,Fantasy,Moderate
ID2442,64,Canada,English,Ambivert,Daily,Fiction,High
ID2443,24,Italy,Italian,Introvert,Rarely,Self-Help,High
ID2444,73,South Africa,English,Ambivert,Rarely,Self-Help,Moderate
ID2445,30,Australia,English,Ambivert,Monthly,Self-Help,Moderate
ID2446,43,United States,English,Introvert,Several times a week,Science & Technology,Moderate
ID2447,66,United Arab Emirates,Arabic,Ambivert,Rarely,Romance,Moderate
ID2448,20,Canada,English,Extrovert,Weekly,Romance,High
ID2449,63,Australia,English,Ambivert,Daily,Science Fiction,Moderate
ID2450,75,Australia,English,Extrovert,Several times a week,Romance,High
ID2451,56,Japan,Japanese,Ambivert,Weekly,Science Fiction,Low
ID2452,66,India,Hindi,Introvert,Weekly,Romance,Moderate
ID2453,44,India,Hindi,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2454,49,India,Hindi,Introvert,Monthly,Mystery & Thriller,Moderate
ID2455,56,South Korea,Korean,Introvert,Several times a week,Self-Help,High
ID2456,45,South Africa,English,Introvert,Several times a week,Romance,High
ID2457,36,United Kingdom,English,Ambivert,Daily,Self-Help,Moderate
ID2458,47,India,Hindi,Extrovert,Monthly,Romance,Moderate
ID2459,45,Germany,German,Introvert,Weekly,Business,Moderate
ID2460,67,China,Mandarin Chinese,Introvert,Several times a week,Mystery & Thriller,Low
ID2461,72,India,Hindi,Introvert,Daily,Fiction,High
ID2462,60,India,Hindi,Ambivert,Daily,Comics & Graphic Novels,Moderate
ID2463,34,South Korea,Korean,Ambivert,Several times a week,Business,Low
ID2464,75,Indonesia,Indonesian,Ambivert,Weekly,Biography & Memoir,Moderate
ID2465,44,United States,English,Introvert,Monthly,Fiction,Moderate
ID2466,62,Canada,English,Introvert,Several times a week,Comics & Graphic Novels,Low
ID2467,49,Nigeria,English,Introvert,Weekly,Romance,Moderate
ID2468,51,United Kingdom,English,Introvert,Weekly,Romance,Moderate
ID2469,39,United States,English,Introvert,Weekly,Fiction,High
ID2470,75,Spain,Spanish,Introvert,Several times a week,Romance,High
ID2471,29,Spain,Spanish,Ambivert,Rarely,Romance,Moderate
ID2472,49,India,Hindi,Ambivert,Monthly,Science & Technology,Moderate
ID2473,57,France,French,Introvert,Monthly,Comics & Graphic Novels,High
ID2474,24,Canada,English,Ambivert,Weekly,Fiction,Moderate
ID2475,46,United States,English,Ambivert,Several times a week,Poetry,Moderate
ID2476,52,Netherlands,Dutch,Ambivert,Rarely,Mystery & Thriller,Low
ID2477,63,Canada,English,Introvert,Monthly,Romance,Moderate
ID2478,45,South Korea,Korean,Ambivert,Monthly,Business,Moderate
ID2479,30,Canada,English,Extrovert,Several times a week,Business,Moderate
ID2480,74,India,Hindi,Extrovert,Daily,Fantasy,Moderate
ID2481,68,China,Mandarin Chinese,Introvert,Several times a week,Science & Technology,High
ID2482,49,India,Hindi,Extrovert,Several times a week,Science Fiction,Moderate
ID2483,64,India,Hindi,Introvert,Several times a week,Comics & Graphic Novels,High
ID2484,25,Germany,German,Extrovert,Monthly,Business,Low
ID2485,64,India,Hindi,Introvert,Daily,Fiction,High
ID2486,39,United Kingdom,English,Extrovert,Several times a week,Romance,High
ID2487,52,China,Mandarin Chinese,Ambivert,Monthly,Self-Help,Moderate
ID2488,51,Nigeria,English,Introvert,Several times a week,Comics & Graphic Novels,Moderate
ID2489,53,India,Hindi,Introvert,Several times a week,Science Fiction,Low
ID2490,35,Japan,Japanese,Introvert,Several times a week,Mystery & Thriller,Moderate
ID2491,19,Sweden,Swedish,Extrovert,Several times a week,Fantasy,High
ID2492,61,Brazil,Portuguese,Introvert,Several times a week,Self-Help,Moderate
ID2493,57,Indonesia,Indonesian,Ambivert,Monthly,Fiction,High
ID2494,46,India,Hindi,Ambivert,Daily,Fantasy,Moderate
ID2495,29,Japan,Japanese,Extrovert,Several times a week,Science Fiction,Moderate
ID2496,70,India,Hindi,Extrovert,Weekly,Biography & Memoir,Moderate
ID2497,32,Mexico,Spanish,Ambivert,Weekly,Fantasy,High
ID2498,57,India,Hindi,Ambivert,Weekly,Science Fiction,High
ID2499,73,South Africa,English,Extrovert,Weekly,Mystery & Thriller,High
ID2500,24,South Africa,English,Introvert,Several times a week,Fiction,Moderate
ID2501,57,Spain,Spanish,Introvert,Several times a week,Fiction,Moderate
ID2502,73,United States,English,Ambivert,Several times a week,Fiction,High
ID2503,61,Germany,German,Introvert,Monthly,Mystery & Thriller,Moderate
ID2504,37,United Kingdom,English,Ambivert,Monthly,Science Fiction,Moderate
ID2505,27,Italy,Italian,Extrovert,Daily,Mystery & Thriller,High
ID2506,53,India,Hindi,Extrovert,Monthly,Romance,Low
ID2507,64,India,Hindi,Ambivert,Weekly,Fantasy,Moderate
ID2508,49,South Africa,English,Introvert,Several times a week,Romance,Moderate
ID2509,22,India,Hindi,Extrovert,Weekly,Biography & Memoir,Moderate
ID2510,74,France,French,Extrovert,Rarely,Fantasy,Low
ID2511,18,Brazil,Portuguese,Introvert,Monthly,Mystery & Thriller,High
ID2512,67,Japan,Japanese,Introvert,Monthly,Mystery & Thriller,High
ID2513,68,Canada,English,Extrovert,Monthly,Fantasy,Low
ID2514,42,Canada,English,Ambivert,Several times a week,Fiction,High
ID2515,38,Germany,German,Introvert,Daily,Business,Low
ID2516,64,United States,English,Introvert,Daily,Fantasy,Low
ID2517,45,South Africa,English,Extrovert,Monthly,Fiction,Moderate
ID2518,40,India,Hindi,Extrovert,Several times a week,Romance,Low
ID2519,69,India,Hindi,Ambivert,Several times a week,Biography & Memoir,Moderate
ID2520,56,Australia,English,Extrovert,Daily,Biography & Memoir,High
ID2521,36,Italy,Italian,Ambivert,Weekly,Romance,Moderate
ID2522,45,United States,English,Ambivert,Monthly,Fantasy,High
ID2523,31,United States,English,Introvert,Daily,Fantasy,Low
ID2524,63,France,French,Ambivert,Daily,Science Fiction,Moderate
ID2525,71,China,Mandarin Chinese,Extrovert,Weekly,Science Fiction,Moderate
ID2526,48,South Africa,English,Ambivert,Monthly,Business,Low
ID2527,59,Brazil,Portuguese,Ambivert,Daily,Fantasy,Low
ID2528,75,India,Hindi,Ambivert,Daily,Fiction,Moderate
ID2529,18,Sweden,Swedish,Ambivert,Daily,Poetry,Moderate
ID2530,69,France,French,Introvert,Several times a week,Fiction,Low
ID2531,19,Nigeria,English,Extrovert,Several times a week,Biography & Memoir,High
ID2532,25,United States,English,Ambivert,Monthly,Fiction,High
ID2533,26,India,Hindi,Ambivert,Weekly,Self-Help,Low
ID2534,59,Indonesia,Indonesian,Extrovert,Weekly,Fiction,Moderate
ID2535,42,Canada,English,Extrovert,Monthly,Fiction,High
ID2536,52,Canada,English,Introvert,Several times a week,Romance,Low
ID2537,26,India,Hindi,Ambivert,Several times a week,Science & Technology,Moderate
ID2538,30,South Africa,English,Introvert,Weekly,Fantasy,Moderate
ID2539,48,Indonesia,Indonesian,Ambivert,Daily,Poetry,Low
ID2540,74,Brazil,Portuguese,Introvert,Monthly,Comics & Graphic Novels,Moderate
ID2541,59,China,Mandarin Chinese,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID2542,25,United Kingdom,English,Ambivert,Several times a week,Fiction,Moderate
ID2543,57,United Kingdom,English,Ambivert,Monthly,Science Fiction,High
ID2544,56,South Korea,Korean,Ambivert,Weekly,Self-Help,High
ID2545,71,United Arab Emirates,Arabic,Ambivert,Weekly,Self-Help,Low
ID2546,25,Canada,English,Ambivert,Weekly,Self-Help,Moderate
ID2547,67,United Kingdom,English,Ambivert,Several times a week,Fantasy,Moderate
ID2548,54,Indonesia,Indonesian,Extrovert,Daily,Fiction,Moderate
ID2549,28,Italy,Italian,Extrovert,Rarely,History,Moderate
ID2550,39,United Arab Emirates,Arabic,Introvert,Monthly,Romance,High
ID2551,24,France,French,Introvert,Weekly,Fantasy,Low
ID2552,34,China,Mandarin Chinese,Ambivert,Several times a week,Fiction,Moderate
ID2553,56,China,Mandarin Chinese,Ambivert,Several times a week,Science Fiction,Moderate
ID2554,22,Mexico,Spanish,Introvert,Weekly,Mystery & Thriller,Moderate
ID2555,57,China,Mandarin Chinese,Introvert,Several times a week,Romance,Moderate
ID2556,32,Mexico,Spanish,Ambivert,Several times a week,Science & Technology,Moderate
ID2557,41,South Korea,Korean,Introvert,Several times a week,Fantasy,Moderate
ID2558,28,South Korea,Korean,Ambivert,Weekly,Fantasy,Low
ID2559,47,Indonesia,Indonesian,Extrovert,Weekly,History,Moderate
ID2560,37,India,Hindi,Extrovert,Several times a week,Mystery & Thriller,Low
ID2561,74,Spain,Spanish,Introvert,Monthly,Science Fiction,High
ID2562,19,Canada,English,Ambivert,Weekly,Biography & Memoir,High
ID2563,42,Canada,English,Extrovert,Daily,Business,High
ID2564,48,United States,English,Introvert,Daily,Comics & Graphic Novels,Moderate
ID2565,52,India,Hindi,Introvert,Weekly,Mystery & Thriller,Moderate
ID2566,27,United Kingdom,English,Extrovert,Daily,Romance,Moderate
ID2567,72,South Africa,English,Extrovert,Rarely,Self-Help,High
ID2568,19,India,Hindi,Ambivert,Weekly,Mystery & Thriller,Moderate
ID2569,73,India,Hindi,Ambivert,Monthly,Mystery & Thriller,High
ID2570,25,India,Hindi,Ambivert,Rarely,Mystery & Thriller,Low
ID2571,42,India,Hindi,Extrovert,Daily,Poetry,Low
ID2572,39,South Africa,English,Introvert,Weekly,Poetry,Moderate
ID2573,49,China,Mandarin Chinese,Ambivert,Monthly,History,High
ID2574,43,India,Hindi,Introvert,Daily,Biography & Memoir,High
ID2575,20,United Kingdom,English,Introvert,Monthly,Fiction,High
ID2576,55,Nigeria,English,Extrovert,Weekly,Business,High
ID2577,43,Japan,Japanese,Ambivert,Daily,Science Fiction,Moderate
ID2578,41,Australia,English,Introvert,Daily,Fantasy,High
ID2579,24,China,Mandarin Chinese,Ambivert,Daily,Fiction,Low
ID2580,54,South Africa,English,Ambivert,Daily,Science Fiction,Low
ID2581,68,Brazil,Portuguese,Introvert,Daily,Fantasy,Moderate
ID2582,36,Mexico,Spanish,Ambivert,Several times a week,Mystery & Thriller,High
ID2583,25,United Kingdom,English,Ambivert,Monthly,Fiction,Moderate
ID2584,31,Germany,German,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID2585,23,United States,English,Extrovert,Weekly,Business,High
ID2586,42,India,Hindi,Ambivert,Weekly,Fantasy,High
ID2587,32,Brazil,Portuguese,Ambivert,Weekly,History,Moderate
ID2588,61,United Kingdom,English,Introvert,Weekly,Science Fiction,Moderate
ID2589,25,Japan,Japanese,Introvert,Several times a week,History,High
ID2590,21,India,Hindi,Ambivert,Several times a week,Romance,Moderate
ID2591,42,Japan,Japanese,Introvert,Monthly,Fiction,Moderate
ID2592,36,Canada,English,Extrovert,Several times a week,Science Fiction,High
ID2593,57,Canada,English,Extrovert,Weekly,Poetry,High
ID2594,74,South Korea,Korean,Introvert,Daily,Biography & Memoir,Moderate
ID2595,21,South Africa,English,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID2596,43,United Kingdom,English,Extrovert,Weekly,Self-Help,High
ID2597,20,Indonesia,Indonesian,Ambivert,Daily,Mystery & Thriller,High
ID2598,44,United States,English,Extrovert,Several times a week,Biography & Memoir,Moderate
ID2599,30,Italy,Italian,Extrovert,Several times a week,Poetry,Moderate
ID2600,47,Japan,Japanese,Ambivert,Several times a week,Comics & Graphic Novels,Moderate
ID2601,29,Indonesia,Indonesian,Ambivert,Daily,Mystery & Thriller,High
ID2602,64,China,Mandarin Chinese,Ambivert,Weekly,Fantasy,Moderate
ID2603,43,India,Hindi,Ambivert,Daily,History,High
ID2604,43,China,Mandarin Chinese,Extrovert,Monthly,Fiction,Moderate
ID2605,58,Indonesia,Indonesian,Ambivert,Several times a week,Mystery & Thriller,Moderate
ID2606,53,Indonesia,Indonesian,Introvert,Weekly,Mystery & Thriller,Moderate
ID2607,21,China,Mandarin Chinese,Extrovert,Weekly,Romance,High
ID2608,34,United Kingdom,English,Extrovert,Several times a week,Biography & Memoir,Low
ID2609,21,Indonesia,Indonesian,Introvert,Monthly,Fiction,Moderate
ID2610,34,India,Hindi,Introvert,Several times a week,History,Moderate
ID2611,27,India,Hindi,Introvert,Several times a week,Biography & Memoir,Low
ID2612,22,Canada,English,Extrovert,Several times a week,Self-Help,Low
ID2613,57,Canada,English,Introvert,Monthly,History,Low
ID2614,50,United Arab Emirates,Arabic,Introvert,Weekly,Fantasy,Low
ID2615,75,South Africa,English,Ambivert,Several times a week,Mystery & Thriller,Low
ID2616,51,United Kingdom,English,Ambivert,Daily,Fiction,Moderate
ID2617,38,India,Hindi,Introvert,Weekly,Science Fiction,High
ID2618,22,China,Mandarin Chinese,Ambivert,Weekly,Romance,High
ID2619,19,Mexico,Spanish,Extrovert,Several times a week,Business,Moderate
ID2620,24,Australia,English,Ambivert,Several times a week,Fantasy,High
ID2621,36,United Arab Emirates,Arabic,Ambivert,Daily,Romance,Low
ID2622,18,South Africa,English,Extrovert,Several times a week,Business,Low
ID2623,54,India,Hindi,Introvert,Weekly,Fiction,Moderate
ID2624,50,Germany,German,Extrovert,Weekly,History,Moderate
ID2625,72,United States,English,Introvert,Monthly,Science Fiction,Low
ID2626,66,Brazil,Portuguese,Ambivert,Several times a week,Romance,Low
ID2627,23,Canada,English,Ambivert,Weekly,Mystery & Thriller,High
ID2628,34,India,Hindi,Extrovert,Weekly,Biography & Memoir,Moderate
